,customer message,admin reply
8886,You sent a photo.,You sent a photo.
8887,You sent a photo.,You sent a photo.
8888,You sent a photo.,You sent a photo.
8890,You sent a photo.,"คะ
หมายความว่าไงนะคะ"
8891,You sent a photo.,"คะ
หมายความว่าไงนะคะ"
8893,"คะ
หมายความว่าไงนะคะ",Ka
8896,โทรหาพี่หน่อยค่ะ,พน ฝากตั้งขาย Tplas ตามราคาตลาดเหมือนเดิมนะคะ
8899,"ตั้งรับ aot ทุกวันได้ไหมคะ
46.50 30k 
46 30k
45.50 30k","You sent a photo.
รบกวนเอา Aot ออกหน่อยค่ะ เดี๋ยวแจ้งให้ตั้งราคาใหม่อีกที"
8900,"ตั้งรับ aot ทุกวันได้ไหมคะ
46.50 30k 
46 30k
45.50 30k","You sent a photo.
รบกวนเอา Aot ออกหน่อยค่ะ เดี๋ยวแจ้งให้ตั้งราคาใหม่อีกที"
8901,"ตั้งรับ aot ทุกวันได้ไหมคะ
46.50 30k 
46 30k
45.50 30k","You sent a photo.
รบกวนเอา Aot ออกหน่อยค่ะ เดี๋ยวแจ้งให้ตั้งราคาใหม่อีกที"
8903,"You sent a photo.
รบกวนเอา Aot ออกหน่อยค่ะ เดี๋ยวแจ้งให้ตั้งราคาใหม่อีกที",You sent a sticker.
8905,You sent a sticker.,You sent a sticker.
8907,You sent a sticker.,You sent a photo.
8908,You sent a sticker.,You sent a photo.
8913,ค่ะ,ได้ค่ะ
8915,ได้ค่ะ,ขอโทษทีค่ะ ไม่สบายเผลอหลับไปค่ะ
8917,ขอโทษทีค่ะ ไม่สบายเผลอหลับไปค่ะ,ขอบคุณค่ะ
8919,ขอบคุณค่ะ,สะดวกบ่ายโมงค่เ
8921,สะดวกบ่ายโมงค่เ,"สวัสดีค่ะ
TFEX S50H หมดเมื่อไร
ซีรีย์ต่อไปอะไรนะคะ"
8923,"สวัสดีค่ะ
TFEX S50H หมดเมื่อไร
ซีรีย์ต่อไปอะไรนะคะ",M ซื้อได้ยังคะ
8925,M ซื้อได้ยังคะ,ค่ัะ
8926,M ซื้อได้ยังคะ,ค่ัะ
8929,"สวัสดีค่ะ
รบกวนสอบถาม
ถ้าจะซื้อหุ้น
กดซื้อใช้เวลากี่วันคะ
ถ้าซื้อบ่ายนี้ค่ะ","โอเคแล้วค่ะ
ซื้อได้ทันที"
8931,"โอเคแล้วค่ะ
ซื้อได้ทันที","You sent a photo.
เงินไม่เข้าค่ะ
ทำไงคะ"
8933,"You sent a photo.
เงินไม่เข้าค่ะ
ทำไงคะ","กดฝากแล้วค่ะ
You sent a photo.
เบือกถูกไหมคะ"
8935,"กดฝากแล้วค่ะ
You sent a photo.
เบือกถูกไหมคะ","ด้วยค่ะ
จะเริ่มลองเทรดหุ้นค่ะ"
8937,"ด้วยค่ะ
จะเริ่มลองเทรดหุ้นค่ะ",ค่ะ
8940,ปรับวงเงินให้หน่อยนะคะ,You sent a photo.
8942,You sent a photo.,อันนี้ยกเลิกค่ะ
8944,อันนี้ยกเลิกค่ะ,You sent a sticker.
8947,"You sent a photo.
เงินไม่เข้าค่ะ","ฝากออนไลน์แล้วค่ะ
เข้าแล้วค่ะ"
8949,"ฝากออนไลน์แล้วค่ะ
เข้าแล้วค่ะ",ค่ะ ขอบคุณค่ะ
8951,ค่ะ ขอบคุณค่ะ,ขอบคุณค่ะ
8954,"สวัสดีค่ะ
พอร์ต 0127706 ถอนเงินได้เท่าไรคะ
0127768
ถอนคืน 3,000 เงินเข้าวันไหนคะ",ขอบคุณค่ะ
8955,"สวัสดีค่ะ
พอร์ต 0127706 ถอนเงินได้เท่าไรคะ
0127768
ถอนคืน 3,000 เงินเข้าวันไหนคะ",ขอบคุณค่ะ
8958,"You sent a photo.
ขอเพิ่ม Line Available หน่อยค่ะ","You sent a sticker.
แล้ว เงินที่เติมไปทั้งหมดเท่าไรคะ
เฉพาะ 08
68 ค่ะ"
8959,"You sent a photo.
ขอเพิ่ม Line Available หน่อยค่ะ","You sent a sticker.
แล้ว เงินที่เติมไปทั้งหมดเท่าไรคะ
เฉพาะ 08
68 ค่ะ"
8961,"You sent a sticker.
แล้ว เงินที่เติมไปทั้งหมดเท่าไรคะ
เฉพาะ 08
68 ค่ะ",ขอบคุณค่ะ
8964,"You sent a sticker.
You sent a sticker.","ค่ะ
ขอบคุณค่ะ"
8965,"You sent a sticker.
You sent a sticker.","ค่ะ
ขอบคุณค่ะ"
8967,"ค่ะ
ขอบคุณค่ะ",ค่ะ
8970,You sent a photo.,ค่ะ
8971,You sent a photo.,ค่ะ
8973,ค่ะ,รับทราบค่ะ ขอบคุณค่ะ
8976,"You sent a photo.
โทษทีค่ะ",ขอยอดสรปุค่ะ
8977,"You sent a photo.
โทษทีค่ะ",ขอยอดสรปุค่ะ
8978,"You sent a photo.
โทษทีค่ะ",ขอยอดสรปุค่ะ
8980,ขอยอดสรปุค่ะ,"ได้ค่ะ
วันนี้ต้องเติมเงินเท่าไรคะ"
8981,ขอยอดสรปุค่ะ,"ได้ค่ะ
วันนี้ต้องเติมเงินเท่าไรคะ"
8983,"ได้ค่ะ
วันนี้ต้องเติมเงินเท่าไรคะ","Real time 
ได้ไหมคะ"
8985,"Real time 
ได้ไหมคะ",You sent a photo.
8987,You sent a photo.,"สวัสดีค่ะ
ถอนเงิน เข้าช่วงไหนนะคะ
0158871-0 ค่ะ"
8989,"สวัสดีค่ะ
ถอนเงิน เข้าช่วงไหนนะคะ
0158871-0 ค่ะ",ถอนวันศุกร์ค่ะ
8991,ถอนวันศุกร์ค่ะ,"สวัสดีค่ะ
S50M ปัจจุบัน ซีรีย์อะไรนะคะ
S50 ต่อจาก ซีรีย์ M คืออ่ะไร ซื้อได้ยังคะ"
8993,"สวัสดีค่ะ
S50M ปัจจุบัน ซีรีย์อะไรนะคะ
S50 ต่อจาก ซีรีย์ M คืออ่ะไร ซื้อได้ยังคะ",You sent a sticker.
8994,"สวัสดีค่ะ
S50M ปัจจุบัน ซีรีย์อะไรนะคะ
S50 ต่อจาก ซีรีย์ M คืออ่ะไร ซื้อได้ยังคะ",You sent a sticker.
8996,You sent a sticker.,เติมเรียลไทม์ 19.00 น. ค่ะ
8998,เติมเรียลไทม์ 19.00 น. ค่ะ,"You sent a photo.
You sent a sticker."
9000,"You sent a photo.
You sent a sticker.",You sent a sticker.
9001,"You sent a photo.
You sent a sticker.",You sent a sticker.
9003,You sent a sticker.,ขอบคุณค่ะ
9005,ขอบคุณค่ะ,"You sent a sticker.
มียอดตก call ไหมคะ"
9007,"You sent a sticker.
มียอดตก call ไหมคะ",You sent a sticker.
9010,วันนี้ยังไม่เติมนะคะ จะปิดสถานะพรุ่งนี้ค่ะ ขอบคุณค่ะ,ปิดแล้วค่ะ ขอบคุณค่ะ
9011,วันนี้ยังไม่เติมนะคะ จะปิดสถานะพรุ่งนี้ค่ะ ขอบคุณค่ะ,ปิดแล้วค่ะ ขอบคุณค่ะ
9013,ปิดแล้วค่ะ ขอบคุณค่ะ,"สวัสดีค่ะ 
รบกวนสอบถาม 
S50Z 

เริ่มเปิดขายเมื่อไรคะ"
9015,"สวัสดีค่ะ 
รบกวนสอบถาม 
S50Z 

เริ่มเปิดขายเมื่อไรคะ",หมายถึง ปีนี้ จะเริ่มขายเดือนอะไรค่ะ
9016,"สวัสดีค่ะ 
รบกวนสอบถาม 
S50Z 

เริ่มเปิดขายเมื่อไรคะ",หมายถึง ปีนี้ จะเริ่มขายเดือนอะไรค่ะ
9018,หมายถึง ปีนี้ จะเริ่มขายเดือนอะไรค่ะ,"ใช่ค่ะ
หลังจาก S50U หมด

ตั้งใจจะเปิด Buy ไว้และขายตอนครบ ธันวาคมค่ะ"
9020,"ใช่ค่ะ
หลังจาก S50U หมด

ตั้งใจจะเปิด Buy ไว้และขายตอนครบ ธันวาคมค่ะ",ค่ะ
